species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,inbreeding_state,sampled_by,isolated_by,sampling_date,sampling_date_comments,notes,set,issues,issue_notes,isotype_ref_strain,wgs_seq,flag_sampled_by_is_email_address,flag_isolated_by_is_email_address,flag_species_not_in_target_species,flag_unusual_substrate_class,flag_unusual_landscape_class
Caenorhabditis elegans,ITS2,ECA2994,,S-14286,,ECA,22.131318299999,-159.645913700001,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_flower,"",16.5,18.2,83.9,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA2995,,S-14288,,ECA,22.1312732,-159.6459512,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_flower,"",16.4,17.5,84.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA2996,,S-14298,,ECA,22.1313576,-159.6459345,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_flower,"",16.4,17.5,85.1,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA2997,,S-14338,,ECA,22.1323196,-159.651734699999,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.9,16.8,83.3,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA2998,,S-14348,,ECA,22.1323196,-159.651734699999,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.9,16.8,83.3,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA2999,,S-14349,,ECA,22.1323196,-159.651734699999,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.9,16.8,83.3,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3000,,S-14350,,ECA,22.1323878,-159.6516605,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.7,17.5,83.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3001,,S-14351,,ECA,22.1323878,-159.6516605,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.7,17.5,83.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3002,,S-14389,,ECA,22.1325,-159.6516315,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.7,18.2,84.9,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3003,,S-14392,,ECA,22.1325,-159.6516315,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",15.7,18.2,84.9,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3004,,S-14397,,ECA,20.727411,-156.307311700002,Forest,Maui,Rotting_flower,"",11.3,12,86.9,,,E. Andersen,R. Tanny,2021-10-16,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3005,,S-14449,,ECA,22.1312732,-159.6459512,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_flower,"",16.4,17.5,84.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3006,,S-14450,,ECA,22.1346683000019,-159.6493468,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",16.6,17.5,85.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3007,,S-14451,,ECA,22.1346683000019,-159.6493468,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_nut/pod/seed/fruit,"",16.6,17.5,85.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3008,,S-14457,,ECA,22.1312732,-159.6459512,Forest,"Pu'u Ka Ohelo Berry Flat Trail, Kauai, Pu'u Ka Ohelo Berry Flat Trail",Rotting_flower,"",16.4,17.5,84.4,,,E. Andersen,R. Tanny,2021-10-18,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3009,,S-14458,,ECA,20.0403454,-155.44235380117,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.6,18.9,87.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3010,,S-14801,,ECA,19.1106132,-155.826413398693,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",20.6,21.6,81,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3011,,S-14802,,ECA,19.4401677000016,-155.305119399998,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,"",14.5,14.1,87.8,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3012,,S-14803,,ECA,19.4401677000016,-155.305119399998,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,"",14.5,14.1,87.8,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3013,,S-14807,,ECA,20.0399106999988,-155.441742399914,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.8,20.2,80.1,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3014,,S-14815,,ECA,19.1203476999988,-155.820450699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20,23.7,74.7,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3015,,S-14818,,ECA,19.1106132,-155.826413398693,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",20.6,21.6,81,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3016,,S-14819,,ECA,19.1106132,-155.826413398693,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",20.6,21.6,81,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3017,,S-14820,,ECA,19.1106132,-155.826413398693,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",20.6,21.6,81,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3018,,S-14862,,ECA,19.1143089000027,-155.820849699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.6,21.6,84.4,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3019,,S-14863,,ECA,19.1143089000027,-155.820849699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.6,21.6,84.4,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3020,,S-14868,,ECA,19.1203476999988,-155.820450699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20,23.7,74.7,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3021,,S-14870,,ECA,20.0399128,-155.4417346,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.9,20.2,80,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3022,,S-14871,,ECA,19.1203476999988,-155.820450699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20,23.7,74.7,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3023,,S-14872,,ECA,19.1203476999988,-155.820450699999,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20,23.7,74.7,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3024,,S-14873,,ECA,20.0399128,-155.4417346,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.9,20.2,80,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3025,,S-14880,,ECA,19.4386190999973,-155.302722699997,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_nut/pod/seed/fruit,"",11.6,12.6,84.4,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3026,,S-14885,,ECA,19.1206710999976,-155.81993,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",19.8,23.7,72.3,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3027,,S-14887,,ECA,19.7203636,-155.956006,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,"",19.8,21.6,84.5,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3028,,S-14888,,ECA,19.1206710999976,-155.81993,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",19.8,23.7,72.3,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3029,,S-14902,,ECA,20.040273,-155.442159299999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.1,18.9,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3030,,S-14903,,ECA,20.040273,-155.442159299999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.1,18.9,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3031,,S-14904,,ECA,20.040273,-155.442159299999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.1,18.9,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3032,,S-14905,,ECA,20.0412655,-155.4422675,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.1,16.1,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3033,,S-14906,,ECA,20.0412655,-155.4422675,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.1,16.1,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3034,,S-14907,,ECA,20.0412655,-155.4422675,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.1,16.1,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3035,,S-14908,,ECA,20.0413916391639,-155.442619800002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.3,16.2,88.7,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3036,,S-14911,,ECA,20.0399256,-155.440997299998,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16,16.8,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3037,,S-14917,,ECA,19.1191742999983,-155.8222554,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",19.1,20.9,84.9,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3038,,S-14918,,ECA,19.1191742999983,-155.8222554,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",19.1,20.9,84.9,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3039,,S-14924,,ECA,20.0399256,-155.440997299998,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16,16.8,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3040,,S-14926,,ECA,20.0403784,-155.442059300002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.3,19,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3041,,S-14927,,ECA,20.0403905,-155.442069300001,Forest,"Big Island, Kalopa State Recreation Area",Vegetal_litter/mix,Under fig tree,17.5,19.2,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3042,,S-14936,,ECA,20.0403298000027,-155.442529899999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.5,20.2,81,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3043,,S-14937,,ECA,20.0411756,-155.443747400002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.5,16.8,89.7,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3044,,S-14938,,ECA,20.0412655,-155.4422675,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.1,16.1,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3045,,S-14941,,ECA,20.0403784,-155.442059300002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.3,19,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3046,,S-14944,,ECA,20.0411756,-155.443747400002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.5,16.8,89.7,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3047,,S-14945,,ECA,20.040215799998,-155.442330700002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.9,19.6,83.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3048,,S-14948,,ECA,20.0403768999975,-155.442230099997,Forest,"Big Island, Kalopa State Recreation Area",Vegetal_litter/mix,Under fig tree,18.2,18.9,86.7,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3049,,S-14950,,ECA,20.0403298000027,-155.442529899999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.5,20.2,81,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3050,,S-14953,,ECA,20.0398433000009,-155.440878600002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",15.7,16.1,84.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3051,,S-14955,,ECA,20.0398433000009,-155.440878600002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",15.7,16.1,84.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3052,,S-14956,,ECA,20.0398433000009,-155.440878600002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",15.7,16.1,84.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis tropicalis,ITS2,ECA3053,,S-14958,,ECA,20.0389764,-155.4399684,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.5,17.5,78,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3054,,S-14959,,ECA,19.7287217000024,-155.9490725,Forest,Big Island,Rotting_flower,"",19,18.9,92.6,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3055,,S-14960,,ECA,19.7287217000024,-155.9490725,Forest,Big Island,Rotting_flower,"",19,18.9,92.6,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3056,,S-14965,,ECA,20.040273,-155.442159299999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.1,18.9,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3057,,S-14967,,ECA,20.0403217000027,-155.442541799997,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",18.4,20.2,84.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3058,,S-14969,,ECA,20.0403768999975,-155.442230099997,Forest,"Big Island, Kalopa State Recreation Area",Vegetal_litter/mix,Under fig tree,18.2,18.9,86.7,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3059,,S-14970,,ECA,20.0403662000025,-155.442065099999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.9,18.9,86.2,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3060,,S-14971,,ECA,20.0403662000025,-155.442065099999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.9,18.9,86.2,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3061,,S-14972,,ECA,20.0403662000025,-155.442065099999,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.9,18.9,86.2,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3062,,S-14974,,ECA,19.1201564,-155.821114599998,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.2,22.6,79.6,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3063,,S-14976,,ECA,19.1201564,-155.821114599998,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.2,22.6,79.6,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3064,,S-14977,,ECA,19.1201404,-155.8210936,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.3,23.1,78,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3065,,S-14978,,ECA,19.1201404,-155.8210936,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.3,23.1,78,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3066,,S-14979,,ECA,19.1201404,-155.8210936,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.3,23.1,78,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3067,,S-14983,,ECA,20.0399256,-155.440997299998,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16,16.8,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3068,,S-14984,,ECA,19.120126,-155.8211425,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20,23,73.8,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3069,,S-14988,,ECA,19.1191742999983,-155.8222554,Forest,"Big Island, Manuka Nature Trail",Rotting_flower,"",19.1,20.9,84.9,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
